id,count
0,98.11
1,227.43
2,98.77
4,30.74
5,48.14
10,125.15
11,141.6
12,320.88
15,34.48
17,124.24
18,312.86
23,259.55
25,110.54
26,36.7
31,219.51
39,152.16
40,26.28
41,187.41
42,363.88
43,163.22
51,236.6
52,85.54
54,14.17
60,143.8
61,153.47
62,113.43
63,30.62
65,119.74
66,114.6
68,149.28
71,74.49
80,28.95
82,71.17
94,135.17
98,264.71
101,30.51
102,130.85
107,197.53
112,233.64
113,73.06
115,57.84
116,120.91
120,156.75
121,80.78
122,332.88
132,210.1
143,86.22
147,68.29
150,18.15
151,85.69
152,231.7
153,89.24
155,163.86
156,120.5
159,202.22
161,138.6
163,42.08
177,190.65
186,12.88
188,16.47
190,97.88
191,84.95
192,264.67
195,311.59
200,155.89
209,313.33
210,13.45
211,213.89
214,122.94
215,25.69
218,95.37
219,33.6
222,137.69
225,14.49
228,313.5
236,233.74
241,38.37
242,183.33
243,251.49
245,16.03
247,251.44
251,140.52
252,86.43
253,84.61
254,86.45
258,315.1
260,60.33
261,166.97
265,117.56
266,282.71
267,296.8
269,157.17
270,69.3
275,99.13
278,35.1
279,88.18
286,101.93
287,27.9
288,223.62
289,154.81
293,16.4
294,145.13
297,43.35
302,117.77
303,69.4
304,56.5
307,99.64
309,17.43
311,176.06
312,143.25
314,188.45
315,255.11
319,164.19
322,113.13
323,67.53
325,132.68
327,247.18
330,37.33
332,231.61
333,16.12
338,99.45
341,105.84
345,192.94
348,104.99
349,44.55
350,117.77
352,54.37
355,15.84
356,221.81
358,58.65
363,128.95
369,156.88
371,20.7
372,139.38
375,300.32
380,129.45
388,43.35
391,143.75
392,263.24
393,373.78
394,199.21
396,26.81
401,37.83
407,106.68
409,86.45
410,119.15
416,87.86
418,123.37
420,144.28
421,210.0
422,131.54
424,293.02
428,330.27
429,209.38
431,155.99
435,11.77
439,114.49
441,12.46
447,100.98
449,145.16
451,132.62
452,16.24
454,202.79
458,210.41
463,122.76
467,14.86
470,252.03
471,151.77
474,286.93
478,15.95
483,123.54
484,117.58
485,89.21
486,128.58
491,98.97
494,101.52
495,244.87
497,214.8
499,151.79
515,113.32
518,226.26
521,179.98
525,158.76
529,248.41
532,139.42
534,111.79
540,116.91
544,297.81
547,160.58
549,41.7
563,37.38
564,143.04
567,125.66
572,110.61
577,124.83
578,279.08
585,339.22
588,146.97
589,115.85
590,103.38
592,16.64
594,236.15
596,14.38
598,346.77
599,138.7
605,35.76
606,129.26
607,257.47
608,213.78
609,65.82
610,289.08
611,172.9
614,129.81
615,213.81
616,248.66
617,126.37
618,240.55
624,120.46
629,139.4
631,94.33
633,97.83
637,25.33
638,107.71
643,67.2
644,148.38
645,36.21
646,204.87
648,197.33
650,39.36
651,198.96
652,277.83
656,116.93
657,17.97
659,82.74
660,213.68
662,99.07
665,377.42
675,316.18
681,163.56
682,216.18
685,18.9
686,222.45
689,24.39
696,137.27
703,149.04
704,100.38
705,126.85
714,233.58
717,105.59
718,14.66
720,90.73
721,266.8
723,229.16
726,201.73
728,134.19
730,199.68
731,26.3
734,349.41
737,74.17
738,17.37
745,178.38
746,25.87
749,225.49
752,25.65
753,170.12
758,235.46
765,17.31
766,230.86
768,89.05
769,195.84
774,132.83
775,105.1
781,54.14
784,325.8
794,16.56
795,281.09
796,84.51
802,164.32
803,216.75
805,32.31
806,287.77
807,105.06
809,15.9
810,174.68
812,195.77
814,114.42
818,247.79
819,145.04
825,71.55
836,99.81
839,118.04
847,265.06
848,152.83
851,113.97
852,132.26
853,30.81
857,146.58
858,41.02
859,235.9
861,19.64
867,99.57
870,209.99
871,214.93
872,228.44
874,359.57
881,229.38
886,133.6
